"uri","movie","year","star"
"http://dbpedia.org/resource/Okul_(film)","Okul (film)","2004 films","Melisa Sözen"
"http://dbpedia.org/resource/Once_Upon_a_Time_(1918_film)","Once Upon a Time (1918 film)","1918 films","Manora Thew"
"http://dbpedia.org/resource/Nostromo_(TV_serial)","Nostromo (TV serial)",,"Albert Finney"
"http://dbpedia.org/resource/Nikki_(TV_series)","Nikki (TV series)",,"Brad William Henke"
"http://dbpedia.org/resource/Once_Upon_a_Time_(2017_film)","Once Upon a Time (2017 film)",,"Yang Yang (actor)"
"http://dbpedia.org/resource/Neverland_(miniseries)","Neverland (miniseries)",,"Q'orianka Kilcher"
"http://dbpedia.org/resource/Off_the_Record_(DuMont_TV_series)","Off the Record (DuMont TV series)",,"Mimi Benzell"
"http://dbpedia.org/resource/Nikki_(TV_series)","Nikki (TV series)",,"Nick von Esmarch"
"http://dbpedia.org/resource/Nostromo_(TV_serial)","Nostromo (TV serial)",,"Colin Firth"
"http://dbpedia.org/resource/Natalee_Holloway_(film)","Natalee Holloway (film)",,"Grant Show"
"http://dbpedia.org/resource/Nurse_(1981_TV_series)","Nurse (1981 TV series)",,"Bonnie Hellman"
"http://dbpedia.org/resource/Neverland_(miniseries)","Neverland (miniseries)",,"Bob Hoskins"
"http://dbpedia.org/resource/Nurses_(TV_series)","Nurses (TV series)",,"Markus Flanagan"
"http://dbpedia.org/resource/Nowhere_Man_(TV_series)","Nowhere Man (TV series)",,"Bruce Greenwood"
"http://dbpedia.org/resource/My_Secret_Identity","My Secret Identity",,"Derek McGrath"
"http://dbpedia.org/resource/Nikki_(TV_series)","Nikki (TV series)",,"Toby Huss"
"http://dbpedia.org/resource/Neverland_(miniseries)","Neverland (miniseries)",,"Anna Friel"
"http://dbpedia.org/resource/Naked_City_(TV_series)","Naked City (TV series)",,"Paul Burke (actor)"
"http://dbpedia.org/resource/Nurses_(TV_series)","Nurses (TV series)",,"Loni Anderson"
"http://dbpedia.org/resource/Off_the_Record_(DuMont_TV_series)","Off the Record (DuMont TV series)",,"Zero Mostel"
"http://dbpedia.org/resource/Nurse_(1981_TV_series)","Nurse (1981 TV series)",,"Michael Learned"
"http://dbpedia.org/resource/Neverland_(miniseries)","Neverland (miniseries)",,"Charlie Rowe"
"http://dbpedia.org/resource/Office_(2015_South_Korean_film)","Office (2015 South Korean film)",,"Park Sung-woong"
"http://dbpedia.org/resource/Neverland_(miniseries)","Neverland (miniseries)",,"George Aguilar"
"http://dbpedia.org/resource/Nostromo_(TV_serial)","Nostromo (TV serial)",,"Claudio Amendola"
"http://dbpedia.org/resource/Natalee_Holloway_(film)","Natalee Holloway (film)",,"Tracy Pollan"
"http://dbpedia.org/resource/Noblesse_Oblige_(TV_series)","Noblesse Oblige (TV series)",,"Benjamin Yuen"
"http://dbpedia.org/resource/Natalee_Holloway_(film)","Natalee Holloway (film)",,"Sean Cameron Michael"
"http://dbpedia.org/resource/Natalee_Holloway_(film)","Natalee Holloway (film)",,"Amy Gumenick"
"http://dbpedia.org/resource/Noblesse_Oblige_(TV_series)","Noblesse Oblige (TV series)",,"Joel Chan (actor)"
"http://dbpedia.org/resource/Noblesse_Oblige_(TV_series)","Noblesse Oblige (TV series)",,"Cilla Kung"
"http://dbpedia.org/resource/Nezha_(film)","Nezha (film)",,"Chen Jin (actress)"
"http://dbpedia.org/resource/Noblesse_Oblige_(TV_series)","Noblesse Oblige (TV series)",,"Kenneth Ma"
"http://dbpedia.org/resource/Newlyweds_(TV_series)","Newlyweds (TV series)",,"Christopher Gabardi"
"http://dbpedia.org/resource/Nurses_(TV_series)","Nurses (TV series)",,"Mary Jo Keenen"
"http://dbpedia.org/resource/Neverland_(miniseries)","Neverland (miniseries)",,"Charles Dance"
"http://dbpedia.org/resource/Nostromo_(TV_serial)","Nostromo (TV serial)",,"Claudia Cardinale"
"http://dbpedia.org/resource/Mysteria_(film)","Mysteria (film)",,"Danny Glover"
"http://dbpedia.org/resource/My_Secret_Identity","My Secret Identity",,"Jerry O'Connell"
"http://dbpedia.org/resource/Mysteria_(film)","Mysteria (film)",,"Martin Landau"
"http://dbpedia.org/resource/Nikki_(TV_series)","Nikki (TV series)",,"Susan Egan"
"http://dbpedia.org/resource/Noblesse_Oblige_(TV_series)","Noblesse Oblige (TV series)",,"Ram Chiang"
"http://dbpedia.org/resource/Nikki_(TV_series)","Nikki (TV series)",,"Christine Estabrook"
"http://dbpedia.org/resource/Noblesse_Oblige_(TV_series)","Noblesse Oblige (TV series)",,"Tavia Yeung"
"http://dbpedia.org/resource/Nurses_(TV_series)","Nurses (TV series)",,"Ada Maris"
"http://dbpedia.org/resource/Nurses_(TV_series)","Nurses (TV series)",,"Stephanie Hodge"
"http://dbpedia.org/resource/Natural_Selection_(film)","Natural Selection (film)",,"Matt O'Leary"
"http://dbpedia.org/resource/Naked_City_(TV_series)","Naked City (TV series)",,"James Franciscus"
"http://dbpedia.org/resource/Natural_Selection_(film)","Natural Selection (film)",,"John Diehl"
"http://dbpedia.org/resource/Nurses_(TV_series)","Nurses (TV series)",,"Arnetia Walker"
"http://dbpedia.org/resource/Office_(2015_South_Korean_film)","Office (2015 South Korean film)",,"Go Ah-sung"
"http://dbpedia.org/resource/Off_the_Record_(DuMont_TV_series)","Off the Record (DuMont TV series)",,"Joey Faye"
"http://dbpedia.org/resource/Nikki_(TV_series)","Nikki (TV series)",,"Nikki Cox"
"http://dbpedia.org/resource/Mysteria_(film)","Mysteria (film)",,"Robert Miano"
"http://dbpedia.org/resource/Neverland_(miniseries)","Neverland (miniseries)",,"Raoul Trujillo"
"http://dbpedia.org/resource/Nurses_(TV_series)","Nurses (TV series)",,"David Rasche"
"http://dbpedia.org/resource/Nurse_(1981_TV_series)","Nurse (1981 TV series)",,"Hattie Winston"
"http://dbpedia.org/resource/Natural_Selection_(film)","Natural Selection (film)",,"Jon Gries"
"http://dbpedia.org/resource/Niebla_(telenovela)","Niebla (telenovela)",,"Amparo Rivelles"
"http://dbpedia.org/resource/Nurse_(1981_TV_series)","Nurse (1981 TV series)",,"Robert Reed"
"http://dbpedia.org/resource/Naked_City_(TV_series)","Naked City (TV series)",,"John McIntire"
"http://dbpedia.org/resource/Newlyweds_(TV_series)","Newlyweds (TV series)",,"Annie Jones (actress)"
"http://dbpedia.org/resource/Natalee_Holloway_(film)","Natalee Holloway (film)",,"Catherine Dent"
"http://dbpedia.org/resource/Nurses_(TV_series)","Nurses (TV series)",,"Jeff Altman"
"http://dbpedia.org/resource/Natural_Selection_(film)","Natural Selection (film)",,"Rachael Harris"
"http://dbpedia.org/resource/Once_Upon_a_Time_(2017_film)","Once Upon a Time (2017 film)",,"Liu Yifei"
"http://dbpedia.org/resource/Newlyweds_(TV_series)","Newlyweds (TV series)",,"Sandy Gore"
"http://dbpedia.org/resource/Naked_City_(TV_series)","Naked City (TV series)",,"Horace McMahon"
"http://dbpedia.org/resource/Mysteria_(film)","Mysteria (film)",,"Billy Zane"
"http://dbpedia.org/resource/Niebla_(telenovela)","Niebla (telenovela)",,"Ernesto Alonso"
"http://dbpedia.org/resource/Neverland_(miniseries)","Neverland (miniseries)",,"Keira Knightley"
"http://dbpedia.org/resource/Nurses_(TV_series)","Nurses (TV series)",,"Florence Stanley"
"http://dbpedia.org/resource/Neverland_(miniseries)","Neverland (miniseries)",,"Rhys Ifans"
"http://dbpedia.org/resource/Naked_City_(TV_series)","Naked City (TV series)",,"Harry Bellaver"
"http://dbpedia.org/resource/Nurses_(TV_series)","Nurses (TV series)",,"Carlos Lacamara"
"http://dbpedia.org/resource/One_Love_(2003_film)","One Love (2003 film)","2003 films","Cherine Anderson"
"http://dbpedia.org/resource/One_More_Saturday_Night_(film)","One More Saturday Night (film)","1986 films","Meshach Taylor"
"http://dbpedia.org/resource/One_Love_(2003_film)","One Love (2003 film)","2003 films","Vas Blackwood"
"http://dbpedia.org/resource/Onmyoji_2","Onmyoji 2","2003 films","Hayato Ichihara"
"http://dbpedia.org/resource/Onmyoji_2","Onmyoji 2","2003 films","Mansai Nomura"
"http://dbpedia.org/resource/Onmyoji_(film)","Onmyoji (film)","2001 films","Mansai Nomura"
"http://dbpedia.org/resource/One_Love_(2009_film)","One Love (2009 film)","2009 films","Polly Shannon"
"http://dbpedia.org/resource/One-Eyed_Jacks","One-Eyed Jacks","1961 films","Slim Pickens"
"http://dbpedia.org/resource/One-Eyed_Jacks","One-Eyed Jacks","1961 films","Ben Johnson (actor)"
"http://dbpedia.org/resource/One-Eyed_Jacks","One-Eyed Jacks","1961 films","Karl Malden"
"http://dbpedia.org/resource/One_More_Saturday_Night_(film)","One More Saturday Night (film)","1986 films","Al Franken"
"http://dbpedia.org/resource/Onmyoji_2","Onmyoji 2","2003 films","Kyoko Fukada"
"http://dbpedia.org/resource/One_Love_(2003_film)","One Love (2003 film)","2003 films","Idris Elba"
"http://dbpedia.org/resource/One_Love_(2003_film)","One Love (2003 film)","2003 films","Ky-Mani Marley"
"http://dbpedia.org/resource/Onmyoji_(film)","Onmyoji (film)","2001 films","Hideaki Ito"
"http://dbpedia.org/resource/Onmyoji_2","Onmyoji 2","2003 films","Hideaki Itō"
"http://dbpedia.org/resource/Onmyoji_(film)","Onmyoji (film)","2001 films","Hiroyuki Sanada"
"http://dbpedia.org/resource/One_More_Saturday_Night_(film)","One More Saturday Night (film)","1986 films","Moira Harris"
"http://dbpedia.org/resource/One_More_Saturday_Night_(film)","One More Saturday Night (film)","1986 films","Tom Davis (comedian)"
"http://dbpedia.org/resource/One_Love_(2009_film)","One Love (2009 film)","2009 films","Benz Antoine"
"http://dbpedia.org/resource/Paradise_(1991_film)","Paradise (1991 film)","1991 films","Thora Birch"
"http://dbpedia.org/resource/Paradise_(1991_film)","Paradise (1991 film)","1991 films","Don Johnson"
"http://dbpedia.org/resource/Paper_Dolls_(film)","Paper Dolls (film)","2006 films","Paper Dolls (film)"
"http://dbpedia.org/resource/Paid_in_Full_(1950_film)","Paid in Full (1950 film)","1950 films","Ray Collins (actor)"
"http://dbpedia.org/resource/Oui_(film)","Oui (film)","1996 films","Chiara Caselli"
"http://dbpedia.org/resource/Paradise_(1991_film)","Paradise (1991 film)","1991 films","Elijah Wood"
"http://dbpedia.org/resource/Original_Gangstas","Original Gangstas","1996 films","Ron O'Neal"
"http://dbpedia.org/resource/Palooka_(film)","Palooka (film)","1934 films","Jimmy Durante"
"http://dbpedia.org/resource/Paradise_(1928_film)","Paradise (1928 film)","1928 films","Alexander D'Arcy"
"http://dbpedia.org/resource/Paradise_(2013_film)","Paradise (2013 film)","2013 films","Holly Hunter"
"http://dbpedia.org/resource/Outskirts_(1933_film)","Outskirts (1933 film)","1933 films","Hans Klering"
"http://dbpedia.org/resource/Paid_in_Full_(1950_film)","Paid in Full (1950 film)","1950 films","Eve Arden"
"http://dbpedia.org/resource/Paradise_(1928_film)","Paradise (1928 film)","1928 films","Joseph Striker"
"http://dbpedia.org/resource/Opium_(film)","Opium (film)","1919 films","Conrad Veidt"
"http://dbpedia.org/resource/Paradise_(2013_film)","Paradise (2013 film)","2013 films","Julianne Hough"
"http://dbpedia.org/resource/Outskirts_(1933_film)","Outskirts (1933 film)","1933 films","Nikolay Bogolyubov (actor)"
"http://dbpedia.org/resource/Paid_in_Full_(1950_film)","Paid in Full (1950 film)","1950 films","Diana Lynn"
"http://dbpedia.org/resource/Palooka_(film)","Palooka (film)","1934 films","Lupe Velez"
"http://dbpedia.org/resource/Panay_(film)","Panay (film)","2015 films","Bokeh Kosang"
"http://dbpedia.org/resource/Original_Gangstas","Original Gangstas","1996 films","Fred Williamson"
"http://dbpedia.org/resource/Original_Gangstas","Original Gangstas","1996 films","Pam Grier"
"http://dbpedia.org/resource/Opium_(film)","Opium (film)","1919 films","Eduard von Winterstein"
"http://dbpedia.org/resource/Paid_in_Full_(1950_film)","Paid in Full (1950 film)","1950 films","Stanley Ridges"
"http://dbpedia.org/resource/Opium_(film)","Opium (film)","1919 films","Sybill Morel"
"http://dbpedia.org/resource/Paradise_(1926_film)","Paradise (1926 film)","1926 films","Betty Bronson"
"http://dbpedia.org/resource/Paradise_(1991_film)","Paradise (1991 film)","1991 films","Melanie Griffith"
"http://dbpedia.org/resource/Original_Gangstas","Original Gangstas","1996 films","Paul Winfield"
"http://dbpedia.org/resource/Paradise_(2013_film)","Paradise (2013 film)","2013 films","Iliza Shlesinger"
"http://dbpedia.org/resource/Oui_(film)","Oui (film)","1996 films","Jean-Marie Bigard"
"http://dbpedia.org/resource/Original_Gangstas","Original Gangstas","1996 films","Shyheim Franklin"
"http://dbpedia.org/resource/Paradise_(2013_film)","Paradise (2013 film)","2013 films","Octavia Spencer"
"http://dbpedia.org/resource/Paid_in_Full_(1950_film)","Paid in Full (1950 film)","1950 films","Robert Cummings"
"http://dbpedia.org/resource/Original_Gangstas","Original Gangstas","1996 films","Isabel Sanford"
"http://dbpedia.org/resource/Original_Gangstas","Original Gangstas","1996 films","Robert Forster"
"http://dbpedia.org/resource/Paradise_(2013_film)","Paradise (2013 film)","2013 films","Russell Brand"
"http://dbpedia.org/resource/Oranges_and_Lemons_(film)","Oranges and Lemons (film)","1923 films","Stan Laurel"
"http://dbpedia.org/resource/Paradise_(1928_film)","Paradise (1928 film)","1928 films","Betty Balfour"
"http://dbpedia.org/resource/Oui_(film)","Oui (film)","1996 films","Dany Boon"
"http://dbpedia.org/resource/Outskirts_(1933_film)","Outskirts (1933 film)","1933 films","Nikolai Kryuchkov"
"http://dbpedia.org/resource/Paradise_(1982_film)","Paradise (1982 film)","1982 films","Phoebe Cates"
"http://dbpedia.org/resource/Opium_(film)","Opium (film)","1919 films","Werner Krauss"
"http://dbpedia.org/resource/Oui_(film)","Oui (film)","1996 films","Pierre Palmade"
"http://dbpedia.org/resource/Original_Gangstas","Original Gangstas","1996 films","Richard Roundtree"
"http://dbpedia.org/resource/Oui_(film)","Oui (film)","1996 films","Claire Keim"
"http://dbpedia.org/resource/Pained","Pained","2011 films","Jung Ryeo-won"
"http://dbpedia.org/resource/Owl_(film)","Owl (film)","2003 films","Akira Emoto"
"http://dbpedia.org/resource/Pained","Pained","2011 films","Kwon Sang-woo"
"http://dbpedia.org/resource/Opium:_Diary_of_a_Madwoman","Opium: Diary of a Madwoman","2007 films","Ulrich Thomsen"
"http://dbpedia.org/resource/Paradise_(1982_film)","Paradise (1982 film)","1982 films","Willie Aames"
"http://dbpedia.org/resource/Paid_in_Full_(1950_film)","Paid in Full (1950 film)","1950 films","Frank McHugh"
"http://dbpedia.org/resource/Oui_(film)","Oui (film)","1996 films","Catherine Jacob (actress)"
"http://dbpedia.org/resource/Outskirts_(1933_film)","Outskirts (1933 film)","1933 films","Mikhail Zharov"
"http://dbpedia.org/resource/Outskirts_(1933_film)","Outskirts (1933 film)","1933 films","Yelena Alexandrovna Kuzmina"
"http://dbpedia.org/resource/Paid_in_Full_(1950_film)","Paid in Full (1950 film)","1950 films","Lizabeth Scott"
"http://dbpedia.org/resource/Paid_in_Full_(1919_film)","Paid in Full (1919 film)","1919 films","Pauline Frederick"
"http://dbpedia.org/resource/Paradise_(1926_film)","Paradise (1926 film)","1926 films","Milton Sills"
"http://dbpedia.org/resource/Paradise_(1928_film)","Paradise (1928 film)","1928 films","Winter Hall"
"http://dbpedia.org/resource/Paradise_(2013_film)","Paradise (2013 film)","2013 films","Kathleen Rose Perkins"
"http://dbpedia.org/resource/Onmyoji_2","Onmyoji 2","2003 films","Eriko Imai"
"http://dbpedia.org/resource/Original_Gangstas","Original Gangstas","1996 films","Jim Brown"
"http://dbpedia.org/resource/Ooh_La_La_La_(film)","Ooh La La La (film)","2012 films","Jyothi Krishna"
"http://dbpedia.org/resource/Paradise_(2016_film)","Paradise (2016 film)","2016 films","Yuliya Vysotskaya"
"http://dbpedia.org/resource/Panama_(film)","Panama (film)","2015 films","Slaven Doslo"
"http://dbpedia.org/resource/Pelli_Chesi_Choodu","Pelli Chesi Choodu","1952 films","Savitri (actress)"
"http://dbpedia.org/resource/Petersen_(film)","Petersen (film)","1974 films","Jack Thompson (actor)"
"http://dbpedia.org/resource/Playing_with_Fire_(1921_German_film)","Playing with Fire (1921 German film)","1921 films","Ossip Runitsch"
"http://dbpedia.org/resource/Plastic_(film)","Plastic (film)","2014 films","Mem Ferda"
"http://dbpedia.org/resource/Poor_Boy_(film)","Poor Boy (film)","2016 films","Michael Shannon"
"http://dbpedia.org/resource/Peanuts_(2006_film)","Peanuts (2006 film)","2006 films","Teruyoshi Uchimura"
"http://dbpedia.org/resource/Paradise_Lost_3:_Purgatory","Paradise Lost 3: Purgatory","2011 films","Jason Baldwin"
"http://dbpedia.org/resource/Paradise_Lost_3:_Purgatory","Paradise Lost 3: Purgatory","2011 films","Jessie Misskelley"
"http://dbpedia.org/resource/Perpetual_Motion_(film)","Perpetual Motion (film)","2005 films","Hung Huang"
"http://dbpedia.org/resource/Pride_(2007_film)","Pride (2007 film)","2007 films","Tom Arnold (actor)"
"http://dbpedia.org/resource/Pixels_(2015_film)","Pixels (2015 film)","2015 films","Michelle Monaghan"
"http://dbpedia.org/resource/Party_Girl_(1958_film)","Party Girl (1958 film)","1958 films","Lee J. Cobb"
"http://dbpedia.org/resource/Poor_Boy_(film)","Poor Boy (film)","2016 films","Amanda Crew"
"http://dbpedia.org/resource/Possums_(film)","Possums (film)","1998 films","Cynthia Sikes"
"http://dbpedia.org/resource/Paradise_Lost_3:_Purgatory","Paradise Lost 3: Purgatory","2011 films","Damien Echols"
"http://dbpedia.org/resource/Paul_Bunyan_(film)","Paul Bunyan (film)","1958 films","Thurl Ravenscroft"
"http://dbpedia.org/resource/Plastic_(film)","Plastic (film)","2014 films","Graham McTavish"
"http://dbpedia.org/resource/Possums_(film)","Possums (film)","1998 films","Mac Davis"
"http://dbpedia.org/resource/Playing_with_Fire_(1975_film)","Playing with Fire (1975 film)","1975 films","Philippe Noiret"
"http://dbpedia.org/resource/Pater_(film)","Pater (film)","2011 films","Vincent Lindon"
"http://dbpedia.org/resource/Playing_with_Fire_(1921_German_film)","Playing with Fire (1921 German film)","1921 films","Hans Junkermann (actor)"
"http://dbpedia.org/resource/Playing_with_Fire_(1921_German_film)","Playing with Fire (1921 German film)","1921 films","Anton Edthofer"
"http://dbpedia.org/resource/Possums_(film)","Possums (film)","1998 films","Andrew Prine"
